title	json_data	author	summary	ingredients	instructions
Asian Chicken And Orzo Salad	{"name": "Asian Chicken And Orzo Salad"}	Pam (Brunkhorst) French		[{'amount': '1', 'unit': '9 oz package', 'name': 'frozen sugar snap peas', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '16 oz package', 'name': 'orzo (cooked', 'notes': 'drained)', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'water chestnuts (drained', 'notes': 'chopped)', 'type': 'ingredient'}, {'amount': '3', 'unit': 'cups', 'name': 'chicken (cooked', 'notes': 'diced)', 'type': 'ingredient'}, {'amount': '3-4', 'unit': '', 'name': 'green onions', 'notes': 'chopped', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'red bell pepper (seeded', 'notes': 'chopped)', 'type': 'ingredient'}, {'amount': '3', 'unit': 'tbsp', 'name': 'rice wine vinegar', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'tbsp', 'name': 'soy sauce', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'tsp', 'name': 'hoisin sauce', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'slivered almonds (toasted)', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'vegetable oil', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Cook sugar snap peas according to package directions; drain well.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>In a large bowl, combine sugar snap peas, orzo, water chestnuts, chicken, green onion and red bell pepper.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>In a small bowl, whisk together oil, vinegar, soy sauce and hoisin sauce. Pour over orzo mixture, tossing gently to coat.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Stir in almonds. Cover and chill. Makes 12 (1-cup) servings.</p>', 'type': 'instruction', 'image_url': ''}]
Gourmet Chicken Salad	{"name": "Gourmet Chicken Salad"}	Aunt Patricia Maas		[{'amount': '1½', 'unit': 'cup', 'name': 'chicken (cooked', 'notes': 'chopped)', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tbsp', 'name': 'green onion', 'notes': 'chopped', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'celery (diced)', 'notes': '', 'type': 'ingredient'}, {'amount': '1/2', 'unit': 'cups', 'name': 'water chestnuts (diced)', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Salt and pepper (to taste)', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'mayonnaise', 'notes': '', 'type': 'ingredient'}, {'amount': '¼', 'unit': 'cup', 'name': 'slivered almonds', 'notes': '', 'type': 'ingredient'}, {'amount': '1½', 'unit': 'tbsp', 'name': 'capers', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'tbsp', 'name': 'tarragon vinegar', 'notes': '', 'type': 'ingredient'}, {'amount': '¼', 'unit': 'cup', 'name': 'sour cream', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>In a large bowl, mix the chicken, green onion, almonds, celery, capers, water chestnuts and mustard. Sprinkle with vinegar. (If you like a spicier taste, add a bit of pickling liquid from the capers.) Add salt and pepper to taste. Let stand one hour.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Stir in sour cream and mayonnaise. Cover bowl with plastic wrap and chill overnight. Serve prepared salad on fresh croissants. 2 servings.</p>', 'type': 'instruction', 'image_url': ''}]
Kim's Chicken Salad	{"name": "Kim's Chicken Salad"}	Ann Brunkhorst	<p>Note: I leave out the peas, but they do add color.</p>	[{'amount': '1', 'unit': 'large package', 'name': '.chicken flavor Rice-a-Roni', 'notes': 'or 3 small packages', 'type': 'ingredient'}, {'amount': '2', 'unit': 'cups', 'name': 'chicken breast (cooked', 'notes': 'chopped)', 'type': 'ingredient'}, {'amount': '2', 'unit': '', 'name': 'cans mandarin oranges (drained)', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '16 oz package', 'name': 'frozen peas', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': '', 'name': 'cans sliced water chestnuts (chopped)', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'bunch green onions (sliced)', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'celery', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'craisins (dried cranberries)', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Slivered almonds', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Mix together with approximately 2 (cups) Miracle Whip. Refrigerate overnight. Stir before serving.</p>', 'type': 'instruction', 'image_url': ''}]
Shoestring Salad	{"name": "Shoestring Salad"}	Angie Brunkhorst	<p>Note: Salad will become soggy if potatoes are added too long prior to serving as potatoes will soften.</p>	[{'amount': '1½', 'unit': 'cup', 'name': 'raw carrots', 'notes': 'grated', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'salad dressing', 'notes': '', 'type': 'ingredient'}, {'amount': '1½', 'unit': 'cup', 'name': 'celery (diced)', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'tuna (drained)', 'notes': '', 'type': 'ingredient'}, {'amount': '1½', 'unit': 'cup', 'name': 'shoestring potatoes (can)', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Mix together the first 4 ingredients. Refrigerate until ready to serve. Add shoestring potatoes.</p>', 'type': 'instruction', 'image_url': ''}]
Seven Cup Salad	{"name": "Seven Cup Salad"}	In Memory of Mary Jo McFadden. By Daughter, Pam Morales		[{'amount': '1', 'unit': 'cup', 'name': 'coconut', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '8 oz can', 'name': 'crushed pineapple (drained)', 'notes': '', 'type': 'ingredient'}, {'amount': '3', 'unit': 'cups', 'name': 'mini marshmallows', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '11 oz can', 'name': 'mandarin oranges (drained)', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '8 oz', 'name': 'carton sour cream', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Combine. Blend well. Refrigerate overnight.</p>', 'type': 'instruction', 'image_url': ''}]
Snowball Peaches	{"name": "Snowball Peaches"}	Angie Brunkhorst	<p>________________</p>	[{'amount': '2', 'unit': 'packages', 'name': 'cream cheese (softened)', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'tbsp', 'name': 'apricot preserves', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'crushed pineapple (well drained)', 'notes': '', 'type': 'ingredient'}, {'amount': '3', 'unit': '15¼ oz cans', 'name': 'peach halves (drained)', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Lettuce', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Fresh mint (optional)', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>In a small mixing bowl, beat the cream cheese and preserves until blended. Stir in pineapple. Place peaches cut side up on a lettuce leaf; fill with cream cheese pineapple mixture. Garnish with mint if desired.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Softening cream cheese: To quickly soften cream cheese, use the microwave. Simply remove the cream cheese from the foil package and place it on a microwave-safe plate.  Microwave on medium power for checking it at the minimum amount of time (20-40 seconds)</p>', 'type': 'instruction', 'image_url': ''}]
Lemon Salad	{"name": "Lemon Salad"}	Jill Piersall		[{'amount': '1', 'unit': '', 'name': 'large box lemon Jello (mix as directed)', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'standard size can', 'name': 'lemon pie filling', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'can crushed or chunk pineapple (well drained)', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'small lemon yogurt', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Combine Jello, lemon pie filling and pineapple. Let that set up and frost the top with lemon yogurt.</p>', 'type': 'instruction', 'image_url': ''}]
Champagne Salad	{"name": "Champagne Salad"}	Ann Brunkhorst (I.F.)		[{'amount': '1', 'unit': '8 oz package', 'name': 'cream cheese', 'notes': '', 'type': 'ingredient'}, {'amount': '¾', 'unit': 'cup', 'name': 'sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '20 oz can', 'name': 'crushed pineapple (drained)', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '10 oz package', 'name': 'frozen strawberries', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': '', 'name': 'bananas (diced)', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'nuts', 'notes': 'chopped', 'type': 'ingredient'}, {'amount': '1', 'unit': '8 oz', 'name': 'carton Cool Whip', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Mix cream cheese and sugar. Add the rest of the ingredients. Freeze.</p>', 'type': 'instruction', 'image_url': ''}]
Cherry Supreme	{"name": "Cherry Supreme"}	In Memory of Mary Jo McFadden, By Daughter Pam Morales	<p>Note: Almost sweet enough to be a dessert for most families, but the McFadden's like it sweet!!</p>	[{'amount': '1', 'unit': '', 'name': 'can cherry pie filling', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '9 oz', 'name': 'carton Cool Whip', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'can sweetened condensed milk', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'small can crushed pineapple (drained)', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Mix cherries, milk and pineapple together. Add Cool Whip. Refrigerate. Makes a large bowl. The longer it sets, the better it is.</p>', 'type': 'instruction', 'image_url': ''}]
Fruit Cup	{"name": "Fruit Cup"}	Alicia Brunkhorst	<p>Note: Bananas do not discolor in this mixture. Can add sliced apples. Can substitute frozen strawberries or can use raspberries. Yields about 16 servings.</p>	[{'amount': '1', 'unit': '3 oz package', 'name': 'lemon Jello', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'water (hot)', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '6 oz can', 'name': 'frozen orange juice', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '20 oz can', 'name': 'pineapple chunks with juice (can use crushed or tidbits)', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '11 oz can', 'name': 'mandarin oranges with juice', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '11 oz can', 'name': 'mandarin oranges (drained)', 'notes': '', 'type': 'ingredient'}, {'amount': '¼-½', 'unit': 'cup', 'name': 'sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '3', 'unit': '', 'name': 'bananas (sliced)', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'fresh strawberries (sliced)', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'white and purple grapes (halved)', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Dissolve Jello in hot water. Add frozen orange juice and stir well. Add remaining ingredients. Stir several times. Refrigerate overnight.</p>', 'type': 'instruction', 'image_url': ''}]
Fruit Salad	{"name": "Fruit Salad"}	Ann and Philip Brunkhorst		[{'amount': '1', 'unit': '', 'name': 'can mandarin oranges (drained)', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'small can crushed pineapple (drained)', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '8 oz', 'name': 'carton Cool Whip', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'miniature marshmallows', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'pkg. cream of coconut pudding (dry)', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Mix together and refrigerate.</p>', 'type': 'instruction', 'image_url': ''}]
Microwave Fruit Salad	{"name": "Microwave Fruit Salad"}	In Memory of Mary Jo McFadden		[{'amount': '1', 'unit': '18 oz can', 'name': 'sliced peaches', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '16 oz can', 'name': 'pineapple chunks', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '16 oz can', 'name': 'mandarin oranges', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'box tapioca pudding', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'small box cook-type vanilla pudding', 'notes': '', 'type': 'ingredient'}, {'amount': '3', 'unit': '', 'name': 'bananas (cut in chunks)', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Drain fruit; reserve juice. Add water to make 3 (cups) Add pudding to liquid, using a wire whisk to whip. Cook 8 minutes on full power. Stir 3 times until thick. Add fruit and bananas.</p>', 'type': 'instruction', 'image_url': ''}]
Creamy Fruit Salad	{"name": "Creamy Fruit Salad"}	Stefanie Brunkhorst		[{'amount': '1', 'unit': '16 oz', 'name': 'carton whipped topping (thawed)', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '3 oz package', 'name': 'orange Jello', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '20 oz can', 'name': 'crushed pineapple (drained)', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '11 oz can', 'name': 'mandarin oranges (drained)', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'cups', 'name': 'miniature marshmallows', 'notes': '', 'type': 'ingredient'}, {'amount': '1½', 'unit': 'cup', 'name': 'pecans (chopped', 'notes': 'optional)', 'type': 'ingredient'}]	[{'text': '<p>Set aside 1 (cup) whipped topping. Place the remaining topping in a bowl; sprinkle with Jello and stir until combined. Fold in the fruit, marshmallows and nuts. Garnish with reserved topping. Yields: 6 servings.</p>', 'type': 'instruction', 'image_url': ''}]
Mom's Fruit Salad	{"name": "Mom's Fruit Salad"}	In Memory of Mary Jo McFadden, by Daughter Pam Morales		[{'amount': '1', 'unit': 'No. 303 can', 'name': 'crushed pineapple and juice', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'regular pkg. instant vanilla pudding (dry)', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'cups', 'name': 'miniature marshmallows', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'small carton whipped topping Coconut (if desired)', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Mix and chill several hours.</p>', 'type': 'instruction', 'image_url': ''}]
Lemon Fluff Salad	{"name": "Lemon Fluff Salad"}	Jazimen Brunkhorst		[{'amount': '1', 'unit': '', 'name': 'large box lemon Jello', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '15 oz can', 'name': 'lemon pie filling', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '12 oz', 'name': 'carton Cool Whip', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Prepare Jello according to package directions; chill until syrupy. Add pie filling; mix with mixer until well blended. Add Cool Whip; mix well. Chill and serve.</p>', 'type': 'instruction', 'image_url': ''}]
Oreo Fluff	{"name": "Oreo Fluff"}	Alicia Brunkhorst		[{'amount': '2', 'unit': '', 'name': 'small or 1 large box instant chocolate pudding', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'cups', 'name': 'milk', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'carton Cool Whip', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'pkg. Oreos', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Combine pudding mix and milk together. Add carton of Cool Whip. Crush Oreos and add to mixture, saving a few crumbs to decorate top.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Refrigerate for approximately 2 hours. Other flavors of pudding and flavor of Oreos may be substituted.</p>', 'type': 'instruction', 'image_url': ''}]
Strawberry Jello Salad	{"name": "Strawberry Jello Salad"}	Patricia Brockman	<p>________________</p>	[{'amount': '1', 'unit': '', 'name': 'large can crushed pineapple', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': '', 'name': 'bananas        Sour cream', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'large pkg. cherry Jello', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'lb', 'name': 'frozen strawberries', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Add 1 (cup) boiling water to Jello. Stir for 2 minutes. Pour into a 13x9-inch baking pan. Add pineapple. Smash bananas and add to the pan. Slice strawberries and add to the baking pan. Mix all ingredients in the pan. Chill until set. Top with sour cream. Serves 8.</p>', 'type': 'instruction', 'image_url': ''}]
Raspberry Or Strawberry Pretzel	{"name": "Raspberry Or Strawberry Pretzel"}	Ann and Philip Brunkhorst	<p>Notes: if using raspberry Jello, optionally add ½ (tsp) almond flavoring to the cheese layer. Also very good using a mixture of raspberries and strawberries. Can also add mini marshmallows to the cream cheese layer.</p>	[{'amount': '2', 'unit': 'cups', 'name': 'pretzels (crushed)', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'margarine or butter', 'notes': '', 'type': 'ingredient'}, {'amount': '3', 'unit': 'tbsp', 'name': 'sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '8 oz package', 'name': 'cream cheese', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'cups', 'name': 'Cool Whip', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '6 oz package', 'name': 'raspberry or strawberry Jello', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'cups', 'name': 'water', 'notes': 'boiling', 'type': 'ingredient'}, {'amount': '1', 'unit': '10 oz package', 'name': 'frozen raspberries or strawberries', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'tsp', 'name': 'almond flavoring (optional)', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Mix pretzels, margarine and sugar together. Press in a 9x13-inch pan and bake at 400° for 10 minutes.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Beat together the cream cheese, sugar and Cool Whip and spread over cooled pretzel layer.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Mix Jello and boiling water; stirring until dissolved. Add berries. Let sit until almost jelled, pour over the cream cheese layer. Chill until set.</p>', 'type': 'instruction', 'image_url': ''}]
Strawberry Pretzel Salad	{"name": "Strawberry Pretzel Salad"}	Marlene Goetschel		[{'amount': '2', 'unit': 'cups', 'name': 'pretzels (crushed)', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tbsp', 'name': 'white sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'stick margarine or butter (melted)', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '8 oz package', 'name': 'cream cheese (softened)', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'white sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'cups', 'name': 'Cool Whip', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '6 oz package', 'name': 'strawberry Jello', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': '10 oz packages', 'name': 'frozen strawberries (thawed)', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Mix together crushed pretzels, 1 (tbsp) white sugar, and melted margarine or butter and pat into a 9x13-inch pan. Bake at 350° for 10 minutes. Cool.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Blend cream cheese and 1 (cup) sugar until fluffy; fold in Cool Whip. Spread over chilled pretzel crust.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Dissolve Jello in 2 (cups) boiling water; add thawed strawberries. Let it partially gel in the refrigerator. Then spread over cream cheese mixture and chill.</p>', 'type': 'instruction', 'image_url': ''}]
Kentucky Fried Coleslaw Dressing	{"name": "Kentucky Fried Coleslaw Dressing"}	Ann and Phil Brunkhorst		[{'amount': '1', 'unit': '', 'name': 'qt. Miracle Whip', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'salad oil', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'tarragon vinegar', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'cups', 'name': 'sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '1½', 'unit': 'tbsp', 'name': 'salt', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Blend all ingredients and pour over shredded cabbage. Makes a very large batch. Can easily cut recipe into ¼ and use on one large head of shredded cabbage. Refrigerate remainder.</p>', 'type': 'instruction', 'image_url': ''}]
Barbecued Beef For Buns	{"name": "Barbecued Beef For Buns"}	Patricia Maas		[{'amount': '1', 'unit': '4 lb', 'name': 'pot roast', 'notes': '', 'type': 'ingredient'}, {'amount': '½', 'unit': 'tsp', 'name': 'dry mustard', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'small bottle catsup', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'water', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'tbsp', 'name': 'Worcestershire sauce', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'tbsp', 'name': 'brown sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'medium onion', 'notes': 'chopped', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'celery', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'Salt and pepper', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Cook meat long and slow until tender in a 325* oven. Cool. Remove fat and bone. Shred meat. Skim fat from drippings.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Return shredded meat to pan with the drippings. Combine remaining ingredients and simmer for 10 minutes. Add to shredded beef. Put into oven for 2 hours at 300 or in crock pot and heat through. Makes enough for 20 buns.</p>', 'type': 'instruction', 'image_url': ''}]
B.b.q. Beef	{"name": "B.b.q. Beef"}	Ann and Philip Brunkhorst	<p>________________</p>	[{'amount': '4-5', 'unit': 'lb', 'name': 'beef (rump', 'notes': 'chuck or brisket)', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tsp', 'name': 'onion salt', 'notes': '', 'type': 'ingredient'}, {'amount': '½(tsp)', 'unit': '', 'name': 'salt', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tsp', 'name': 'garlic salt', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'tsp', 'name': 'celery salt', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': 'tbsp', 'name': 'Worcestershire sauce ½ (cup) sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'Russian salad dressing', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'BBQ sauce (I use Cookies Brand)', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>Mix together onion salt, salt, garlic salt, celery salt and Worcestershire sauce. Rub onto both sides of meat. Bake in pan at 225 for 8 hours. Mix together sugar, Russian salad dressing and BBQ sauce; set aside.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Take meat out of oven and pour off part of liquid and cool. Slice meat thinly or shred. Put back in pan. Combine sauce with liquid and pour over meat. Return to oven and heat through at 300 -325. Best if made the day before serving.</p>', 'type': 'instruction', 'image_url': ''}]
Beefburgers	{"name": "Beefburgers"}	Jazimen Brunkhorst		[{'amount': '1', 'unit': 'lb', 'name': 'ground beef (browned', 'notes': 'salted)', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'can chicken gumbo soup', 'notes': '', 'type': 'ingredient'}, {'amount': '¼', 'unit': 'cup', 'name': 'catsup', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tbsp', 'name': 'brown sugar', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'tsp', 'name': 'Mustard', 'notes': '', 'type': 'ingredient'}]	[{'text': '<p>To cooked ground beef, add chicken gumbo soup.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Take a 1-cup measuring cup and add catsup, brown sugar and mustard.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Fill cup with water. Pour over meat and soup. Simmer.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Serve on buns.</p>', 'type': 'instruction', 'image_url': ''}]
	{"name": ""}	None	<p>FRENCH ONION BEEF AU JUS</p><p>Ann and Phil Brunkhorst</p>	[{'amount': '1', 'unit': '3-4 lb', 'name': 'boneless rump roast', 'notes': 'bottom round or sirloin tip', 'type': 'ingredient'}, {'amount': '½', 'unit': 'cup', 'name': 'soy sauce', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'garlic clove', 'notes': 'minced', 'type': 'ingredient'}, {'amount': '1½', 'unit': '', 'name': '(tsp) Kitchen Bouquet', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': '', 'name': 'pkg. onion soup mix', 'notes': '', 'type': 'ingredient'}, {'amount': '5', 'unit': 'cups', 'name': 'water', 'notes': '', 'type': 'ingredient'}, {'amount': '2', 'unit': '', 'name': 'large onions (cut into slices)', 'notes': '', 'type': 'ingredient'}, {'amount': '¼', 'unit': 'cup', 'name': 'butter', 'notes': '', 'type': 'ingredient'}, {'amount': '', 'unit': '', 'name': 'French rolls or French bread', 'notes': '', 'type': 'ingredient'}, {'amount': '1', 'unit': 'cup', 'name': 'Swiss cheese', 'notes': 'grated or cheese slices', 'type': 'ingredient'}]	[{'text': '<p>Lightly brown onion in butter.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Combine soy sauce, garlic and Kitchen Bouquet, onion soup mix and 5 cups water.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Put roast into a 4-qt. casserole or Dutch oven. Add soy sauce mixture and onions. Cover tightly and bake 2½ hours at 325 .</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Remove roast and let stand 20 minutes before carving.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Carve thinly across grain and return slices to liquid.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>Toast French rolls under broiler, place sliced meat on toasted rolls. Sprinkle with cheese and broil until cheese is melted. Serve with au jus in small custard cups.</p>', 'type': 'instruction', 'image_url': ''}, {'text': '<p>May also be served as the main dish; thicken juice for gravy.</p>', 'type': 'instruction', 'image_url': ''}]
